OBS,County,Current.Price,Address,Zip,Median.Home.Price,Median.Household.Income,Beds,Full.Baths,Half.Baths,Heated.Area,Year.Built,Pool,Property.Style,Pool.Type,Property.Style.Type
953,Orange,2000,831 S ECONLOCKHATCHEE TRL,32825,175500,54137,3,2,0,1680,1972,None,Single Family Residence,0,1
954,Orange,2000,1084 CASTLEVECCHIO LOOP,32825,175500,54137,4,2,0,1966,2019,None,Single Family Residence,0,1
955,Orange,1295,2802 GEOFFREY DR,32826,143300,47197,3,1,0,1203,1959,None,Single Family Residence,0,1
956,Orange,1450,14012 BROGDEN CT,32826,143300,47197,3,2,0,1216,1997,None,Single Family Residence,0,1
957,Orange,1495,4114 BOCA WOODS DR,32826,143300,47197,3,2,0,1264,1996,None,Single Family Residence,0,1
958,Orange,1495,4114 BOCA WOODS DR,32826,143300,47197,3,2,0,1264,1996,None,Single Family Residence,0,1
959,Orange,1500,14148 RUTGERS AVE,32826,143300,47197,4,2,0,1750,1981,None,Single Family Residence,0,1
960,Orange,1550,13614 GLASSER AVE,32826,143300,47197,3,2,0,1261,1994,None,Single Family Residence,0,1
961,Orange,1550,4237 FOREST ISLAND DR,32826,143300,47197,3,2,0,1521,1997,None,Single Family Residence,0,1
962,Orange,1550,13158 ODYSSEY LAKE WAY,32826,143300,47197,3,2,0,1208,1998,None,Single Family Residence,0,1
963,Orange,1550,1705 CIRCE LAKE CT,32826,143300,47197,3,2,0,1215,1999,None,Single Family Residence,0,1
964,Orange,1567,13150 ODYSSEY LAKE WAY,32826,143300,47197,3,2,0,1243,1999,None,Single Family Residence,0,1
965,Orange,1575,3144 GINGER CIR,32826,143300,47197,3,2,0,1230,1986,None,Single Family Residence,0,1
966,Orange,1595,4134 BOCA WOODS DR,32826,143300,47197,3,2,0,1465,1996,Community,Single Family Residence,1,1
967,Orange,1595,13109 ODYSSEY LAKE WAY,32826,143300,47197,3,2,0,1243,1999,None,Single Family Residence,0,1
968,Orange,1600,13532 GLASSER AVE,32826,143300,47197,3,2,0,1211,1993,None,Single Family Residence,0,1
969,Orange,1600,13039 ODYSSEY LAKE WAY,32826,143300,47197,3,2,0,1273,1999,Private,Single Family Residence,1,1
970,Orange,1610,13043 ODYSSEY LAKE WAY,32826,143300,47197,3,2,0,1303,1999,None,Single Family Residence,0,1
971,Orange,1635,14280 RENSSELAER RD,32826,143300,47197,3,2,0,1368,1993,None,Single Family Residence,0,1
972,Orange,1655,4102 IVEYGLEN AVE,32826,143300,47197,3,2,0,1264,1998,None,Single Family Residence,0,1
973,Orange,1655,4131 FOREST ISLAND DR,32826,143300,47197,3,2,0,1426,1999,Community,Single Family Residence,1,1
974,Orange,1660,13803 RIVERPATH GROVE DR,32826,143300,47197,3,2,0,1743,1996,Community,Single Family Residence,1,1
975,Orange,1660,13701 RIVERPATH GROVE DR,32826,143300,47197,3,2,0,1416,1996,Community,Single Family Residence,1,1
976,Orange,1675,4429 STONE MEADOW DR,32826,143300,47197,3,2,0,1264,1998,None,Single Family Residence,0,1
977,Orange,1695,2841 TALLADEGA DR,32826,143300,47197,3,2,0,1392,1993,None,Single Family Residence,0,1
978,Orange,1695,13858 VALLEYBROOKE LN,32826,143300,47197,3,2,0,1528,1999,Community,Single Family Residence,1,1
979,Orange,1700,14115 TALLADEGA CT,32826,143300,47197,3,2,0,1236,1989,None,Single Family Residence,0,1
980,Orange,1700,14257 RENSSELAER RD,32826,143300,47197,3,2,0,1583,1997,None,Single Family Residence,0,1
981,Orange,1730,14693 KRISTENRIGHT LN,32826,143300,47197,4,2,0,1972,2001,Community,Single Family Residence,1,1
982,Orange,1740,2716 TALLADEGA DR,32826,143300,47197,3,2,0,1618,1989,None,Single Family Residence,0,1
983,Orange,1750,14874 LADY VICTORIA BLVD,32826,143300,47197,3,2,0,1854,2004,None,Single Family Residence,0,1
984,Orange,1750,3718 STONEFIELD DR,32826,143300,47197,4,2,0,1874,2000,None,Single Family Residence,0,1
985,Orange,1755,4307 PEMBRIDGE AVE,32826,143300,47197,4,2,0,1960,1996,None,Single Family Residence,0,1
986,Orange,1775,14123 COLONIAL SPRING WAY,32826,143300,47197,3,2,0,1876,2002,None,Single Family Residence,0,1
987,Orange,1795,14620 KRISTENRIGHT LN,32826,143300,47197,4,2,0,1907,2001,Community,Single Family Residence,1,1
988,Orange,1800,4230 KING EDWARD DR,32826,143300,47197,3,2,0,1790,1997,"Private, Community",Single Family Residence,1,1
989,Orange,1800,4018 KING EDWARD DR,32826,143300,47197,4,2,1,1862,1994,Community,Single Family Residence,1,1
990,Orange,1805,4233 KINGBIRD CT,32826,143300,47197,4,2,0,1992,1996,Community,Single Family Residence,1,1
991,Orange,1810,1932 WIREGRASS CT,32826,143300,47197,4,2,0,1927,2000,None,Single Family Residence,0,1
992,Orange,1825,4202 MENDENWOOD LN,32826,143300,47197,4,2,0,1842,1997,None,Single Family Residence,0,1
993,Orange,1830,3757 SHAWN CIR,32826,143300,47197,4,2,0,1976,2002,Community,Single Family Residence,1,1
994,Orange,1850,14500 LYCASTLE CIR,32826,143300,47197,3,2,0,1449,1996,None,Single Family Residence,0,1
995,Orange,1860,4240 FOREST ISLAND DR,32826,143300,47197,4,2,0,1841,1998,Community,Single Family Residence,1,1
996,Orange,1870,3833 STONEFIELD DR,32826,143300,47197,3,2,0,1815,2000,None,Single Family Residence,0,1
997,Orange,1955,15122 STONEBRIAR WAY,32826,143300,47197,4,2,0,1828,2008,None,Single Family Residence,0,1
998,Orange,1960,14677 KRISTENRIGHT LN,32826,143300,47197,4,2,0,1972,2001,Community,Single Family Residence,1,1
999,Orange,1975,4429 PEMBRIDGE AVE,32826,143300,47197,3,2,0,1840,2002,None,Single Family Residence,0,1
1000,Orange,2000,4403 STONEFIELD DR,32826,143300,47197,4,2,0,1843,1999,None,Single Family Residence,0,1
1001,Orange,1475,8862 GIBBS HILL ST,32827,276500,74366,3,2,0,1248,1961,None,Single Family Residence,0,1
1002,Orange,1495,3111 ELEUTHERA LN,32827,276500,74366,3,2,0,1248,1961,Community,Single Family Residence,1,1
1003,Orange,1645,7984 NORTHLAKE PKWY Unit#1,32827,276500,74366,3,2,1,1440,2009,Community,Townhouse,1,0
1004,Orange,1725,10140 SANDSTONE POND WAY,32827,276500,74366,3,2,1,1398,2011,Community,Townhouse,1,0
1005,Orange,1795,8520 WATERWILLOW PL,32827,276500,74366,3,2,1,1907,2002,Community,Townhouse,1,0
1006,Orange,1795,8008 NORTHLAKE PKWY,32827,276500,74366,4,2,1,1632,2009,Community,Townhouse,1,0
1007,Orange,1800,10095 HARTFORD MAROON RD Unit#3,32827,276500,74366,4,3,0,1584,2014,Community,Townhouse,1,0
1008,Orange,1825,10030 MADISON BANKS ST Unit#3,32827,276500,74366,4,3,0,1890,2014,None,Townhouse,0,0
1009,Orange,1850,13809 BENAVENTE AVE,32827,276500,74366,2,2,0,1665,2015,Community,Townhouse,1,0
1010,Orange,1850,9515 FENROSE TER,32827,276500,74366,3,2,0,1885,2006,Community,Single Family Residence,1,1
1011,Orange,1895,10060 MADISON BANKS ST,32827,276500,74366,4,3,0,1890,2014,Community,Townhouse,1,0
1012,Orange,1900,13885 BENAVENTE AVE,32827,276500,74366,2,2,0,1644,2015,Community,Townhouse,1,0
1013,Orange,1900,9279 NORTHLAKE PKWY,32827,276500,74366,3,2,1,1911,2000,None,Townhouse,0,0
1014,Orange,1900,9325 MUSTARD LEAF DR,32827,276500,74366,4,2,0,1848,2005,None,Single Family Residence,0,1
1015,Orange,1925,10205 CYPRESS VINE DR,32827,276500,74366,3,2,0,1841,2005,Community,Single Family Residence,1,1
1016,Orange,1925,10044 KIMBLE FIELD WAY,32827,276500,74366,3,2,0,1919,2008,Community,Single Family Residence,1,1
1017,Orange,1950,13865 GRANGER AVE,32827,276500,74366,2,2,0,1644,2016,Community,Townhouse,1,0
1018,Orange,1995,8466 LEATHERLEAF LN,32827,276500,74366,3,3,0,1720,2009,Community,Townhouse,1,0
1019,Orange,2000,8159 NEMOURS PKWY,32827,276500,74366,3,2,1,1945,2019,Community,Townhouse,1,0
1020,Orange,2050,9097 LAUREATE BLVD,32827,276500,74366,3,2,1,1776,2015,None,Townhouse,0,0
1021,Orange,2075,11962 KIPPER DR,32827,276500,74366,3,3,0,1810,2007,Community,Townhouse,1,0
1022,Orange,2100,8274 TAVISTOCK LAKES BLVD,32827,276500,74366,2,2,0,1652,2014,Community,Townhouse,1,0
1023,Orange,2100,12112 TALITHA LN Unit#4D,32827,276500,74366,3,3,0,1830,2014,Community,Townhouse,1,0
1024,Orange,2100,12082 GINKGO DR,32827,276500,74366,3,3,0,1835,2012,Community,Townhouse,1,0
1025,Orange,2100,8180 UPPER PERSE CIR,32827,276500,74366,3,2,1,1837,2016,Community,Townhouse,1,0
1026,Orange,2100,12012 TALITHA LN Unit#4D,32827,276500,74366,3,3,0,1820,2015,Community,Townhouse,1,0
1027,Orange,2100,11937 BIANCA LN,32827,276500,74366,3,3,0,1820,2013,Community,Townhouse,1,0
1028,Orange,2100,14201 WALCOTT AVE,32827,276500,74366,3,2,1,1906,2013,Community,Townhouse,1,0
1029,Orange,2149,8075 SCHELLING ST,32827,276500,74366,3,2,1,1805,2015,Community,Townhouse,1,0
1030,Orange,2150,14225 WALCOTT AVE,32827,276500,74366,3,2,1,1819,2014,Community,Townhouse,1,0
1031,Orange,2150,8099 SCHELLING ST,32827,276500,74366,3,2,1,1862,2015,Community,Townhouse,1,0
1032,Orange,2150,13844 SMOOT AVE,32827,276500,74366,3,2,1,1945,2015,Community,Townhouse,1,0
1033,Orange,2175,13449 GRANGER AVE,32827,276500,74366,3,2,1,1945,2017,Community,Townhouse,1,0
1034,Orange,2200,14188 WALCOTT AVE,32827,276500,74366,3,2,1,1975,2013,Community,Townhouse,1,0
1035,Orange,2200,8570 GILFORD LN,32827,276500,74366,4,3,0,1720,2006,Community,Townhouse,1,0
1036,Orange,2200,12121 BREDA LN Unit#4D,32827,276500,74366,4,3,1,1830,2015,Community,Townhouse,1,0
1037,Orange,2250,11879 PADUA LN,32827,276500,74366,3,2,0,1961,2012,Community,Single Family Residence,1,1
1038,Orange,2250,13475 GRANGER AVE,32827,276500,74366,3,2,1,1780,2018,Community,Townhouse,1,0
1039,Orange,2250,9654 SWEETLEAF ST,32827,276500,74366,3,2,0,1612,2000,Community,Single Family Residence,1,1
1040,Orange,2250,12055 ULETA LN Unit#4D,32827,276500,74366,3,2,0,1958,2015,Community,Single Family Residence,1,1
1041,Orange,2300,8164 UPPER PERSE CIR,32827,276500,74366,3,2,1,1893,2016,Community,Townhouse,1,0
1042,Orange,2350,8063 NEMOURS PKWY,32827,276500,74366,3,2,1,1945,2018,Community,Townhouse,1,0
1043,Orange,2350,13467 GRANGER AVE,32827,276500,74366,3,2,1,1944,2018,Community,Townhouse,1,0
1044,Orange,2399,9250 SMITHIES ST,32827,276500,74366,4,2,,1969,2016,Community,Single Family Residence,1,1
1045,Orange,2400,9250 SMITHIES ST,32827,276500,74366,4,2,0,1969,2016,Community,Single Family Residence,1,1
1046,Orange,2500,8363 LAUREATE BLVD,32827,276500,74366,3,2,0,1773,2013,Community,Single Family Residence,1,1
1047,Orange,2500,12842 SALK WAY,32827,276500,74366,3,2,1,1788,2019,Community,Single Family Residence,1,1
1048,Orange,2550,8026 NEMOURS PKWY,32827,276500,74366,3,2,0,1978,2018,Community,Single Family Residence,1,1
1049,Orange,2600,12040 ULETA LN,32827,276500,74366,3,2,0,1958,2015,Community,Single Family Residence,1,1
1050,Orange,1400,957 SYKES CT Unit#104,32828,234700,69356,3,2,1,1485,1997,Community,Townhouse,1,0
1051,Orange,1450,14037 TURNING LEAF DR,32828,234700,69356,3,2,0,1724,2005,Community,Townhouse,1,0
1052,Orange,1495,1055 ROCK HARBOR AVE Unit#3,32828,234700,69356,3,2,1,1762,2006,Community,Townhouse,1,0
1053,Orange,1500,16147 OLD ASH LOOP,32828,234700,69356,3,2,1,1472,2006,None,Townhouse,0,0
1054,Orange,1500,16587 CEDAR CREST DR,32828,234700,69356,3,2,1,1322,2006,Community,Townhouse,1,0
1055,Orange,1500,13015 LEXINGTON SUMMIT ST,32828,234700,69356,3,2,1,1476,2003,Community,Townhouse,1,0
1056,Orange,1500,918 SPRING HARVEST CT,32828,234700,69356,3,2,1,1352,2006,Community,Townhouse,1,0
1057,Orange,1550,749 BRISTOL FOREST WAY,32828,234700,69356,3,2,0,1684,2003,None,Single Family Residence,0,1
1058,Orange,1550,14321 AIKEN LN,32828,234700,69356,3,2,1,1550,2004,None,Townhouse,0,0
1059,Orange,1575,12812 PARKBURY DR,32828,234700,69356,3,2,0,1303,1997,None,Single Family Residence,0,1
1060,Orange,1595,13102 HONEY LOCUST DR,32828,234700,69356,2,2,1,1788,2005,Community,Townhouse,1,0
1061,Orange,1595,945 ENCLAIR ST,32828,234700,69356,3,2,1,1788,2006,Community,Townhouse,1,0
1062,Orange,1595,14092 WILD MAJESTIC ST,32828,234700,69356,3,2,1,1660,2003,Community,Townhouse,1,0
1063,Orange,1600,16731 CEDAR CREST DR Unit#167,32828,234700,69356,3,2,1,1872,2007,Community,Townhouse,1,0
1064,Orange,1600,1273 BLACKWATER POND DR,32828,234700,69356,3,2,0,1929,2005,Community,Single Family Residence,1,1
1065,Orange,1600,12913 LEXINGTON SUMMIT ST,32828,234700,69356,3,2,1,1483,2004,Community,Townhouse,1,0
1066,Orange,1600,13620 CEPHEUS DR,32828,234700,69356,3,3,0,1584,2006,Community,Townhouse,1,0
1067,Orange,1600,13808 DOVE WING CT,32828,234700,69356,3,2,1,1710,2005,Community,Townhouse,1,0
1068,Orange,1600,1730 SPICEBUSH CT Unit#1730,32828,234700,69356,3,3,1,1686,2007,None,Townhouse,0,0
1069,Orange,1600,1766 SPICEBUSH CT,32828,234700,69356,3,3,1,1618,2007,Community,Townhouse,1,0
1070,Orange,1600,1115 ROCK HARBOR AVE Unit#3,32828,234700,69356,3,2,0,1762,2006,Community,Townhouse,1,0
1071,Orange,1600,3732 PEPPERVINE DR,32828,234700,69356,3,2,1,1605,2004,Community,Townhouse,1,0
1072,Orange,1600,1766 SPICEBUSH CT,32828,234700,69356,3,3,1,1618,2007,Community,Townhouse,1,0
1073,Orange,1650,15216 WINDMILL HARBOR CT,32828,234700,69356,3,2,1,1762,2006,Community,Townhouse,1,0
1074,Orange,1650,2230 BLACK MANGROVE DR,32828,234700,69356,3,2,0,1426,2003,Community,Townhouse,1,0
1075,Orange,1650,12727 TANJA KING BLVD,32828,234700,69356,3,2,1,1834,2008,Community,Townhouse,1,0
1076,Orange,1650,836 PARK GROVE CT,32828,234700,69356,3,2,1,1312,2005,Community,Townhouse,1,0
1077,Orange,1650,13509 EARLY FROST CIR,32828,234700,69356,3,2,0,1717,2003,Community,Single Family Residence,1,1
1078,Orange,1650,813 JADESTONE CIR,32828,234700,69356,3,2,0,1640,1999,None,Single Family Residence,0,1
1079,Orange,1650,1061 BALLYSHANNON PKWY,32828,234700,69356,3,2,0,1592,1996,Community,Single Family Residence,1,1
1080,Orange,1650,13024 AUBURN COVE LN,32828,234700,69356,3,2,1,1804,2006,Community,Townhouse,1,0
1081,Orange,1650,16359 OLD ASH LOOP,32828,234700,69356,4,2,1,1782,2005,Community,Townhouse,1,0
1082,Orange,1650,15619 KALIHNA CT,32828,234700,69356,4,2,0,1929,2006,None,Single Family Residence,0,1
1083,Orange,1660,15556 GALBI DR,32828,234700,69356,3,2,0,1692,2007,Community,Single Family Residence,1,1
1084,Orange,1667,2407 LACERTA DR,32828,234700,69356,3,2,0,1624,2008,None,Single Family Residence,0,1
1085,Orange,1675,2014 STONE ABBEY BLVD,32828,234700,69356,3,2,1,1325,2001,None,Single Family Residence,0,1
1086,Orange,1675,2045 SWEET BIRCH LN,32828,234700,69356,3,2,1,1610,2008,Community,Townhouse,1,0
1087,Orange,1675,1339 MAUMEE ST,32828,234700,69356,3,2,0,1564,2006,Community,Single Family Residence,1,1
1088,Orange,1695,14184 ORCHID TREE PL,32828,234700,69356,3,2,1,1556,2004,Community,Townhouse,1,0
1089,Orange,1695,14530 LAKE UNDERHILL RD,32828,234700,69356,3,2,0,1610,1998,None,Single Family Residence,0,1
1090,Orange,1695,1166 SHALLCROSS AVE,32828,234700,69356,3,3,1,1822,2006,Community,Townhouse,1,0
1091,Orange,1695,3912 CLEARY WAY,32828,234700,69356,3,2,1,1450,2004,Community,Townhouse,1,0
1092,Orange,1700,15243 SUGARGROVE WAY,32828,234700,69356,3,2,0,1644,2002,None,Single Family Residence,0,1
1093,Orange,1700,2445 FORMAX DR,32828,234700,69356,3,2,1,1865,2009,Community,Townhouse,1,0
1094,Orange,1700,1263 FALLING STAR LN,32828,234700,69356,3,2,1,1892,2006,Community,Townhouse,1,0
1095,Orange,1700,2823 WILD TAMARIND BLVD,32828,234700,69356,3,2,0,1884,2008,Community,Single Family Residence,1,1
1096,Orange,1700,3642 PEPPERVINE DR,32828,234700,69356,3,2,1,1582,2003,Community,Townhouse,1,0
1097,Orange,1700,15127 SUGARGROVE WAY,32828,234700,69356,4,2,0,1866,2002,None,Single Family Residence,0,1
1098,Orange,1700,15619 KALIHNA CT,32828,234700,69356,4,2,0,1929,2006,None,Single Family Residence,0,1
1099,Orange,1705,13546 FORDWELL DR,32828,234700,69356,3,2,0,1601,1993,Community,Single Family Residence,1,1
1100,Orange,1710,760 CAVE HOLLOW LN,32828,234700,69356,3,2,0,1561,1993,Community,Single Family Residence,1,1
1101,Orange,1710,1524 LALIQUE LN,32828,234700,69356,4,2,0,1898,2004,Community,Single Family Residence,1,1
1102,Orange,1750,4172 CLEARY WAY,32828,234700,69356,3,2,1,1607,2003,Community,Townhouse,1,0
1103,Orange,1750,1009 SWEETBROOK WAY,32828,234700,69356,3,2,0,1676,1993,None,Single Family Residence,0,1
1104,Orange,1750,2420 FORMAX DR,32828,234700,69356,3,2,1,1788,2007,Community,Townhouse,1,0
1105,Orange,1750,13200 WILD DUCK CT,32828,234700,69356,3,2,0,1611,1995,"Private, Community",Single Family Residence,1,1
1106,Orange,1750,3062 CHORT ALY,32828,234700,69356,3,2,1,1632,2015,Community,Townhouse,1,0
1107,Orange,1750,14112 YELLOW WOOD CIR,32828,234700,69356,3,2,0,1489,2000,None,Single Family Residence,0,1
1108,Orange,1750,2564 ABEY BLANCO DR,32828,234700,69356,3,2,1,1788,2007,Community,Townhouse,1,0
1109,Orange,1750,58 BATTLER ST,32828,234700,69356,4,2,0,1929,1995,None,Single Family Residence,0,1
1110,Orange,1750,14404 LAKE UNDERHILL RD,32828,234700,69356,4,2,0,1810,2000,None,Single Family Residence,0,1
1111,Orange,1750,272 LEXINGDALE DR,32828,234700,69356,4,2,0,1876,1993,Community,Single Family Residence,1,1
1112,Orange,1750,2504 LOCKINGTON CT,32828,234700,69356,4,2,0,1873,2002,Community,Single Family Residence,1,1
1113,Orange,1750,342 BELLA VIDA BLVD,32828,234700,69356,4,2,0,1865,2006,None,Single Family Residence,0,1
1114,Orange,1760,12652 SOMERSET OAKS ST,32828,234700,69356,3,2,1,1889,2004,None,Townhouse,0,0
1115,Orange,1770,14968 PERDIDO DR,32828,234700,69356,3,2,0,1832,2005,Community,Single Family Residence,1,1
1116,Orange,1775,13038 QUAIL CT,32828,234700,69356,3,2,0,1724,1994,Community,Single Family Residence,1,1
1117,Orange,1790,969 CHERRY VALLEY WAY,32828,234700,69356,3,2,0,1794,2000,Community,Single Family Residence,1,1
1118,Orange,1790,831 CAVE HOLLOW LN Unit#2,32828,234700,69356,4,2,1,1726,1993,Community,Single Family Residence,1,1
1119,Orange,1795,544 CANARY ISLAND CT,32828,234700,69356,4,2,0,1977,2000,None,Single Family Residence,0,1
1120,Orange,1800,4761 ATWOOD DR,32828,234700,69356,3,2,0,1928,2005,Community,Single Family Residence,1,1
1121,Orange,1800,14633 CLARKSON DR,32828,234700,69356,3,2,1,1549,2005,Community,Townhouse,1,0
1122,Orange,1800,2519 FORMAX DR,32828,234700,69356,3,2,1,1818,2008,Community,Townhouse,1,0
1123,Orange,1800,15606 SARCEE CT,32828,234700,69356,3,2,0,1692,2007,Community,Single Family Residence,1,1
1124,Orange,1815,12609 WHITERAPIDS DR,32828,234700,69356,3,2,0,1447,1994,Community,Single Family Residence,1,1
1125,Orange,1840,12733 SOPHIAMARIE LOOP,32828,234700,69356,4,2,0,1661,2004,None,Single Family Residence,0,1
1126,Orange,1845,2302 ABEY BLANCO DR,32828,234700,69356,3,2,0,1701,2006,Community,Single Family Residence,1,1
1127,Orange,1850,13957 GOLDEN RAIN TREE BLVD,32828,234700,69356,3,2,0,1931,2003,None,Single Family Residence,0,1
1128,Orange,1875,854 CHERRY VALLEY WAY,32828,234700,69356,3,2,0,1552,2000,Community,Single Family Residence,1,1
1129,Orange,1890,120 PORTSTEWART DR,32828,234700,69356,4,2,0,1972,1997,Community,Single Family Residence,1,1
1130,Orange,1900,1325 FLOWING TIDE DR,32828,234700,69356,3,2,1,1429,2018,Community,Townhouse,1,0
1131,Orange,1900,1512 LALIQUE LN,32828,234700,69356,4,2,0,1992,2005,Community,Single Family Residence,1,1
1132,Orange,1995,2500 CORBYTON CT,32828,234700,69356,4,2,1,1987,2001,Community,Single Family Residence,1,1
1133,Orange,1995,1309 SENECA FALLS DR,32828,234700,69356,4,2,0,1929,2001,Private,Single Family Residence,1,1
1134,Orange,2100,2506 JACQUELINE SUGLIO ALY,32828,234700,69356,4,3,1,1950,2017,None,Townhouse,0,0
1135,Orange,1375,10923 DERRINGER DR,32829,201400,69356,2,2,0,1227,2005,None,Townhouse,0,0
1136,Orange,1400,6059 APOLLOS CORNER WAY,32829,201400,69356,2,2,1,1273,2006,Community,Townhouse,1,0
1137,Orange,1445,3317 WILSHIRE WAY RD Unit#5,32829,201400,69356,2,2,1,1262,2005,Community,Townhouse,1,0
1138,Orange,1450,4903 WATERSIDE POINTE CIR,32829,201400,69356,3,2,0,1299,2003,None,Single Family Residence,0,1
1139,Orange,1450,6110 CHAPLEDALE DR,32829,201400,69356,3,2,1,1473,2006,Community,Townhouse,1,0
1140,Orange,1450,6219 S CHICKASAW TRL,32829,201400,69356,3,2,1,1452,2003,None,Townhouse,0,0
1141,Orange,1500,10951 DERRINGER DR,32829,201400,69356,3,2,1,1780,2005,None,Townhouse,0,0
1142,Orange,1500,9806 TIVOLI VILLA DR,32829,201400,69356,3,2,1,1777,2005,Community,Townhouse,1,0
1143,Orange,1525,6089 CHAPLEDALE DR,32829,201400,69356,3,2,1,1403,2006,Community,Townhouse,1,0
1144,Orange,1550,6025 APOLLOS CORNER WAY,32829,201400,69356,2,2,1,1273,2006,Community,Townhouse,1,0
1145,Orange,1550,3460 VICTORIA PINES DR Unit#160,32829,201400,69356,2,2,1,1366,2006,Community,Townhouse,1,0
1146,Orange,1550,6136 APOLLOS CORNER WAY,32829,201400,69356,3,2,1,1659,2006,Community,Townhouse,1,0
1147,Orange,1550,10432 KIPLINGER LN Unit#241,32829,201400,69356,3,2,1,1366,2006,Community,Townhouse,1,0
1148,Orange,1550,10024 MOORSHIRE CIR,32829,201400,69356,3,2,1,1721,2006,Community,Townhouse,1,0
1149,Orange,1595,10420 KIPLINGER LN Unit#238,32829,201400,69356,3,2,1,1472,2006,Community,Townhouse,1,0
1150,Orange,1600,9692 DORIS LN,32829,201400,69356,3,2,1,1659,2006,Community,Townhouse,1,0
1151,Orange,1600,10133 RIDGEBLOOM AVE,32829,201400,69356,3,2,1,1712,2006,Community,Townhouse,1,0
1152,Orange,1620,6082 TIVOLI GARDENS BLVD,32829,201400,69356,3,2,1,1659,2006,Community,Townhouse,1,0
1153,Orange,1625,3578 VICTORIA PINES DR Unit#132,32829,201400,69356,3,2,1,1366,2007,Community,Townhouse,1,0
1154,Orange,1650,6145 APOLLOS CORNER WAY,32829,201400,69356,3,2,1,1659,2006,None,Townhouse,0,0
1155,Orange,1650,9277 VENEZIA PLANTATION DR,32829,201400,69356,3,2,0,1985,2004,Community,Single Family Residence,1,1
1156,Orange,1650,10018 MOORSHIRE CIR,32829,201400,69356,3,2,1,1795,2006,Community,Townhouse,1,0
1157,Orange,1650,3512 BENSON PARK BLVD,32829,201400,69356,3,2,0,1620,2005,None,Single Family Residence,0,1
1158,Orange,1650,4754 WATERSIDE POINTE CIR,32829,201400,69356,3,2,0,1651,2003,None,Single Family Residence,0,1
1159,Orange,1650,3090 BIRMINGHAM BLVD,32829,201400,69356,3,2,0,1752,1994,None,Single Family Residence,0,1
1160,Orange,1650,4434 WATERSIDE POINTE CIR,32829,201400,69356,4,2,0,1470,2002,None,Single Family Residence,0,1
1161,Orange,1675,6132 TIVOLI GARDENS BLVD,32829,201400,69356,3,2,1,1659,2006,Community,Townhouse,1,0
1162,Orange,1690,6108 CHAPLEDALE DR,32829,201400,69356,3,2,1,1721,2006,Community,Townhouse,1,0
1163,Orange,1695,3955 BENSON PARK BLVD,32829,201400,69356,4,2,0,1925,2005,None,Single Family Residence,0,1
1164,Orange,1700,6102 CHAPLEDALE DR,32829,201400,69356,3,2,1,1721,2006,Community,Townhouse,1,0
1165,Orange,1700,4754 WATERSIDE POINTE CIR,32829,201400,69356,3,2,0,1651,2003,None,Single Family Residence,0,1
1166,Orange,1700,3496 FOX HOLLOW DR,32829,201400,69356,3,2,0,1968,1993,None,Single Family Residence,0,1
1167,Orange,1730,3433 BENSON PARK BLVD,32829,201400,69356,3,2,0,1578,2005,None,Single Family Residence,0,1
1168,Orange,1750,10081 MOORSHIRE CIRCLE,32829,201400,69356,3,2,1,1721,2006,Community,Townhouse,1,0
1169,Orange,1795,4950 HEARTLAND ST,32829,201400,69356,4,2,0,1778,2005,None,Single Family Residence,0,1
1170,Orange,1895,5240 ADAIR OAK DR,32829,201400,69356,4,2,0,1972,2005,Community,Single Family Residence,1,1
1171,Orange,1895,5022 DAHOON VIEW DR,32829,201400,69356,4,2,0,1919,1988,None,Single Family Residence,0,1
1172,Orange,2000,8711 HASTINGS BEACH BLVD,32829,201400,69356,4,2,0,1960,2003,"Private, Community",Single Family Residence,1,1
1173,Orange,1450,9357 JASMINE FLOWER LN Unit#9357,32832,290700,69356,2,2,1,1202,2006,Community,Townhouse,1,0
1174,Orange,1465,11853 GREAT COMMISSION WAY,32832,290700,69356,3,2,1,1350,2006,Community,Townhouse,1,0
1175,Orange,1495,10387 WINDING MARSH TRL Unit#2,32832,290700,69356,2,2,0,1305,2007,None,Townhouse,0,0
1176,Orange,1500,10242 PARK COMMONS DR,32832,290700,69356,2,2,1,1300,2006,Community,Townhouse,1,0
1177,Orange,1500,12005 GREAT COMMISSION WAY,32832,290700,69356,2,2,1,1311,2010,Community,Townhouse,1,0
1178,Orange,1500,10743 SAVANNAH WOODS CT,32832,290700,69356,2,2,1,1472,2006,Community,Townhouse,1,0
1179,Orange,1550,9376 JASMINE FLOWER LN Unit#9376,32832,290700,69356,2,2,1,1202,2006,Community,Townhouse,1,0
1180,Orange,1550,12245 JOHN WYCLIFFE BLVD,32832,290700,69356,3,2,1,1484,2012,None,Townhouse,0,0
1181,Orange,1650,14038 MILLINGTON ST,32832,290700,69356,2,2,1,1353,2016,Community,Townhouse,1,0
1182,Orange,1650,9989 PORTOFINO DR,32832,290700,69356,3,2,0,1368,2004,None,Single Family Residence,0,1
1183,Orange,1650,10604 SAVANNAH PLANTATION CT,32832,290700,69356,3,2,1,1593,2013,Community,Townhouse,1,0
1184,Orange,1675,9427 SILVER BUTTONWOOD ST,32832,290700,69356,3,2,1,1510,2013,Community,Townhouse,1,0
1185,Orange,1675,10923 SAVANNAH LANDING CIR,32832,290700,69356,3,2,1,1430,2011,None,Townhouse,0,0
